transaction_id,customer_age,sender_country,recipient_country,risk_segment,account_age_days,account_balance,avg_transaction_amount,transaction_amount,transaction_type,device_type,previous_failed_attempts,transactions_last_24h,days_since_last_transaction,time_by_greenwich,is_fraud
27998,22,Russia,Russia,low,2155,58400.03,737.02,351.67,card_payment,desktop,0,1,3,2026-01-01 15:24:49,0
27999,51,Russia,Germany,low,956,11074.39,770.05,546.63,card_payment,pos_terminal,0,2,48,2026-01-01 01:27:14,0
28000,46,Russia,Turkey,medium,2208,44415.69,937.89,1186.84,bill_payment,mobile,0,2,34,2026-01-01 09:14:23,0
28001,23,Russia,Russia,high,529,77067.65,3550.06,8916.77,online_transfer,mobile,1,1,27,2026-01-01 20:48:31,0
28002,53,Germany,Turkey,low,1595,29258.37,1479.39,2438.4,online_transfer,desktop,0,6,29,2026-01-01 05:48:55,0
28003,66,Germany,Kazakhstan,high,2428,5240.95,1334.65,1086.18,card_payment,mobile,0,3,34,2026-01-01 18:17:38,1
28004,48,Russia,Kazakhstan,low,2141,20118.22,568.92,717.28,card_payment,mobile,1,4,29,2026-01-01 04:39:45,0
28005,65,Turkey,Germany,low,3270,30154.53,1476.98,889.51,cash_withdrawal,pos_terminal,0,1,40,2026-01-01 17:18:11,0
28006,55,Turkey,UAE,low,516,81171.78,1812.83,1385.59,card_payment,atm,0,2,0,2026-01-01 19:14:15,0
28007,73,Russia,UAE,medium,227,16170.05,2858.93,494.91,crypto_transfer,desktop,0,4,56,2026-01-01 06:22:07,0
28008,36,China,Russia,low,2437,44515.23,831.85,1739.31,cash_withdrawal,mobile,0,2,31,2026-01-01 15:39:56,0
28009,38,Russia,Kazakhstan,low,3362,33220.29,1233.54,999.71,card_payment,mobile,0,2,42,2026-01-01 11:05:28,0
28010,37,UAE,Kazakhstan,low,2991,23435.66,2005.23,684.37,card_payment,mobile,0,5,32,2026-01-01 04:56:21,0
28011,70,Kazakhstan,Germany,low,865,14743.84,1830.92,398.31,card_payment,mobile,0,1,53,2026-01-01 04:29:14,0
28012,52,Kazakhstan,Unknown,low,2104,25763.79,1875.09,5393.76,card_payment,mobile,1,5,30,2026-01-01 07:43:33,0
28013,18,Germany,Russia,low,1113,84910.65,1087.4,6806.98,card_payment,atm,0,2,16,2026-01-01 08:52:40,0
28014,20,Turkey,Russia,low,689,23543.22,4303.05,18610.75,card_payment,atm,1,4,57,2026-01-01 07:03:43,0
28015,52,Russia,China,low,299,19835.47,1295.36,2120.76,cash_withdrawal,mobile,0,3,31,2026-01-01 06:12:27,0
28016,18,Russia,Turkey,low,448,17961.4,708.23,299.91,crypto_transfer,pos_terminal,1,5,14,2026-01-01 03:19:35,0
28017,66,Russia,Kazakhstan,low,1113,82752.95,1208.17,1300.9,card_payment,desktop,0,5,45,2026-01-01 09:39:23,0
28018,40,Russia,Russia,low,864,95774.98,1241.78,1613.55,card_payment,pos_terminal,0,8,10,2026-01-01 23:20:44,0
28019,62,Turkey,Germany,low,1373,22015.3,707.59,3007.03,bill_payment,mobile,0,2,29,2026-01-01 04:59:09,0
28020,71,Russia,Russia,medium,3471,24097.72,911.04,415.38,card_payment,pos_terminal,0,1,14,2026-01-01 05:22:07,0
28021,22,Russia,UAE,medium,2172,17963.41,1889.35,2671.16,card_payment,atm,0,1,32,2026-01-01 20:53:58,0
28022,35,Russia,Turkey,high,1507,68109.37,982.12,12474.95,card_payment,mobile,0,2,11,2026-01-01 08:19:36,0
28023,60,Russia,Turkey,low,1528,183812.08,1272.61,1387.91,card_payment,desktop,0,2,16,2026-01-01 05:39:08,0
28024,44,Russia,Russia,low,2090,22888.41,1951.66,1172.61,cash_withdrawal,atm,0,6,22,2026-01-01 14:56:12,0
28025,19,Russia,Russia,medium,471,13904.24,5914.38,2110.99,card_payment,desktop,0,5,47,2026-01-01 08:43:20,0
28026,26,Russia,Germany,low,3350,38471.23,3610.09,2195.15,card_payment,pos_terminal,0,5,22,2026-01-01 20:58:06,0
28027,38,China,Russia,low,2579,6454.39,1684.91,366.37,online_transfer,pos_terminal,0,2,0,2026-01-01 03:11:34,0
28028,72,Russia,Unknown,medium,2167,19313.43,1177.11,1442.43,cash_withdrawal,mobile,0,2,4,2026-01-01 03:55:36,0
28029,18,Russia,Russia,low,578,12102.95,1061.24,724.0,online_transfer,mobile,0,1,9,2026-01-01 22:25:04,0
28030,41,Russia,Kazakhstan,medium,2927,10747.89,6648.55,6858.63,card_payment,mobile,0,2,39,2026-01-01 09:04:53,0
28031,22,Russia,Kazakhstan,low,2127,15101.05,285.49,427.42,card_payment,desktop,1,4,26,2026-01-01 22:57:36,0
28032,39,Kazakhstan,Kazakhstan,low,1997,57831.76,1200.47,3592.74,bill_payment,atm,0,4,14,2026-01-01 03:14:55,0
28033,62,Germany,Russia,medium,1143,16043.19,1668.38,743.03,card_payment,pos_terminal,0,4,40,2026-01-01 11:33:30,0
28034,71,Russia,Germany,high,3529,39287.96,3305.43,4299.75,card_payment,mobile,0,1,59,2026-01-01 12:48:09,0
28035,66,UAE,China,high,3052,10571.32,2105.11,3212.15,bill_payment,desktop,0,4,12,2026-01-01 20:01:25,0
28036,43,Russia,Kazakhstan,low,1835,76796.66,1823.02,576.73,cash_withdrawal,mobile,1,1,40,2026-01-01 21:02:20,0
28037,69,Russia,China,low,1922,33403.53,531.33,77.96,card_payment,pos_terminal,1,3,46,2026-01-01 07:41:13,0
28038,53,Russia,Russia,medium,721,24525.48,1817.77,29887.21,cash_withdrawal,mobile,0,3,54,2026-01-01 04:52:59,0
28039,41,Kazakhstan,Germany,low,682,16510.59,1976.65,5741.17,card_payment,pos_terminal,1,1,0,2026-01-01 19:24:31,0
28040,20,Russia,Russia,medium,3163,36112.84,1401.3,1968.04,online_transfer,atm,1,3,16,2026-01-01 11:18:54,0
28041,65,Russia,Unknown,low,2753,13821.01,2627.12,10312.78,bill_payment,atm,0,3,7,2026-01-01 18:07:41,0
28042,55,Turkey,Turkey,high,2952,13246.93,4077.68,83307.89,cash_withdrawal,mobile,3,2,57,2026-01-01 05:56:23,1
28043,57,Turkey,Turkey,medium,3210,34937.72,802.81,1495.28,card_payment,desktop,0,2,17,2026-01-01 22:20:36,0
28044,51,Turkey,UAE,low,3435,26824.54,1494.84,3157.63,online_transfer,mobile,0,1,24,2026-01-01 02:07:29,0
28045,47,Russia,Turkey,low,1181,8870.56,1347.7,15197.86,card_payment,mobile,0,2,26,2026-01-01 07:08:01,0
28046,39,China,UAE,low,1251,43422.19,2227.77,447.67,online_transfer,pos_terminal,0,0,24,2026-01-01 09:32:16,0
28047,61,Russia,Russia,low,2916,15598.01,880.29,1471.96,card_payment,mobile,0,2,33,2026-01-01 14:35:35,0
28048,27,Russia,UAE,low,1613,86202.97,470.68,1728.55,crypto_transfer,pos_terminal,0,4,42,2026-01-01 21:41:06,0
28049,51,Russia,Kazakhstan,low,956,11074.39,770.05,306.0,online_transfer,mobile,0,3,55,2026-01-01 08:12:31,1
28050,72,Russia,Unknown,low,3050,24792.96,1076.01,643.72,card_payment,mobile,0,3,4,2026-01-01 10:07:27,0
28051,56,Kazakhstan,Kazakhstan,low,275,14980.71,3727.82,14641.79,online_transfer,pos_terminal,0,2,14,2026-01-01 06:10:17,0
28052,71,Russia,Russia,medium,2252,30183.64,980.48,1247.16,card_payment,mobile,0,3,37,2026-01-01 03:53:42,0
28053,74,Russia,Russia,low,2180,13022.41,2727.54,1375.02,card_payment,mobile,0,0,24,2026-01-01 17:50:22,0
28054,59,China,Kazakhstan,medium,624,8567.24,3784.32,10194.38,card_payment,mobile,0,1,34,2026-01-01 11:33:33,0
28055,59,Russia,Russia,low,3129,51516.25,1341.29,569.63,card_payment,pos_terminal,0,3,24,2026-01-01 09:18:01,0
28056,51,Russia,Russia,low,956,11074.39,770.05,1013.9,card_payment,mobile,0,2,57,2026-01-01 19:31:41,0
28057,57,Kazakhstan,Turkey,high,1268,16098.94,2686.54,8050.27,card_payment,pos_terminal,2,4,55,2026-01-01 04:05:11,0
28058,44,UAE,Russia,high,570,39351.77,1359.35,3083.49,online_transfer,mobile,1,1,21,2026-01-01 11:31:11,0
28059,40,UAE,Turkey,medium,1136,126845.64,848.05,1795.18,card_payment,mobile,0,3,8,2026-01-01 23:34:19,0
28060,74,Russia,Unknown,low,663,42141.16,716.5,226.37,card_payment,desktop,0,4,47,2026-01-01 08:39:16,0
28061,57,Russia,Russia,low,30,30731.09,296.77,74.06,online_transfer,mobile,2,3,48,2026-01-01 12:11:51,0
28062,29,China,Russia,low,2156,53924.95,1372.47,1655.51,card_payment,mobile,0,0,38,2026-01-01 11:05:02,0
28063,39,Germany,Russia,low,1632,25323.51,1152.19,4262.37,online_transfer,desktop,2,1,9,2026-01-01 07:36:49,0
28064,60,China,Russia,high,482,20393.01,524.45,2064.29,bill_payment,mobile,1,0,10,2026-01-01 19:21:35,0
28065,20,Turkey,Turkey,low,689,23543.22,4303.05,14366.24,online_transfer,desktop,0,2,32,2026-01-01 19:48:52,0
28066,28,Russia,Russia,low,389,109503.71,2292.13,9313.09,online_transfer,desktop,1,3,48,2026-01-01 16:58:42,0
28067,27,UAE,Turkey,low,1838,16785.24,1151.05,1630.16,cash_withdrawal,mobile,0,1,55,2026-01-01 03:54:44,0
28068,64,Russia,Turkey,low,3060,76329.15,233.93,123.88,online_transfer,atm,0,6,30,2026-01-01 13:39:30,0
28069,39,Russia,Kazakhstan,low,274,16660.7,334.5,86.04,card_payment,desktop,0,5,5,2026-01-01 13:22:51,0
28070,32,Russia,Unknown,high,1208,27123.57,878.45,600.44,online_transfer,atm,0,1,59,2026-01-01 13:29:03,0
28071,46,Russia,Russia,high,3144,67615.26,468.56,559.52,online_transfer,desktop,0,0,1,2026-01-01 20:33:01,0
28072,24,Russia,Germany,low,785,112845.99,2439.91,3429.18,bill_payment,desktop,1,2,7,2026-01-01 03:25:08,0
28073,37,Russia,Germany,low,788,16370.67,252.25,90.49,card_payment,atm,0,3,37,2026-01-01 22:32:07,0
28074,45,Turkey,Russia,low,2636,113676.78,11717.16,14500.82,online_transfer,mobile,0,5,57,2026-01-01 04:10:46,0
28075,32,Russia,Russia,low,1955,34494.35,606.37,1387.34,online_transfer,desktop,0,3,19,2026-01-01 08:56:13,0
28076,39,China,Russia,low,834,6121.79,2619.13,3273.77,online_transfer,mobile,0,2,34,2026-01-01 16:10:03,0
28077,48,China,Kazakhstan,low,3490,35574.62,753.5,1490.81,card_payment,desktop,0,2,58,2026-01-01 14:18:39,0
28078,71,Russia,Kazakhstan,medium,684,27902.99,1480.44,825.78,card_payment,mobile,0,1,31,2026-01-01 17:03:00,0
28079,63,Russia,Russia,medium,2401,306980.3,300.35,542.55,card_payment,mobile,0,3,11,2026-01-01 01:03:09,0
28080,51,Russia,Russia,low,2514,67746.66,1522.48,1691.63,online_transfer,pos_terminal,1,3,46,2026-01-01 17:57:42,0
28081,31,Kazakhstan,Russia,low,615,7809.25,2327.04,2011.18,cash_withdrawal,mobile,0,1,5,2026-01-01 05:16:39,0
28082,47,Russia,Russia,low,702,37161.92,371.08,1846.28,card_payment,desktop,0,4,19,2026-01-01 13:01:14,0
28083,59,Russia,Russia,low,35,92487.16,429.28,797.79,cash_withdrawal,atm,0,2,9,2026-01-01 12:21:51,0
28084,20,Russia,Russia,low,3238,83633.23,1126.06,3844.24,online_transfer,mobile,0,3,7,2026-01-01 14:55:56,0
28085,28,China,Germany,low,1281,23769.34,431.62,506.68,card_payment,mobile,0,2,21,2026-01-01 13:12:11,0
28086,52,Russia,Germany,low,2866,19525.86,2882.34,1205.49,card_payment,mobile,1,5,48,2026-01-01 23:01:57,0
28087,39,Russia,Unknown,low,3008,13105.37,674.49,165.19,card_payment,pos_terminal,0,2,36,2026-01-01 19:40:50,0
28088,28,Germany,Unknown,medium,3633,15658.64,1268.42,3785.05,online_transfer,desktop,0,2,46,2026-01-01 14:57:01,0
28089,55,Russia,Turkey,low,879,71908.29,1694.93,1832.87,online_transfer,mobile,0,2,53,2026-01-01 17:46:50,0
28090,39,Russia,Russia,high,180,7151.47,774.6,3730.79,bill_payment,desktop,0,5,30,2026-01-01 17:31:43,0
28091,26,Turkey,Russia,medium,1559,46789.65,1341.1,1532.35,card_payment,mobile,0,3,19,2026-01-01 14:04:05,0
28092,49,Russia,China,low,1477,19287.15,1828.77,4847.15,card_payment,pos_terminal,0,5,11,2026-01-01 13:03:38,0
28093,29,Kazakhstan,Russia,medium,2944,16828.52,1681.31,438.61,card_payment,atm,0,0,50,2026-01-01 05:25:23,0
28094,49,Russia,Germany,low,3649,78791.13,835.76,782.4,card_payment,atm,0,3,52,2026-01-01 02:20:32,0
28095,71,China,Kazakhstan,medium,734,370143.26,720.37,424.33,card_payment,mobile,2,0,29,2026-01-01 18:53:44,0
28096,60,Kazakhstan,Kazakhstan,high,1549,18725.91,5789.3,2702.23,card_payment,pos_terminal,0,2,44,2026-01-01 08:13:42,0
28097,33,Russia,Unknown,medium,3148,29882.21,1274.38,3504.52,online_transfer,desktop,0,2,55,2026-01-01 06:48:35,0
28098,69,Turkey,Russia,low,2695,22236.86,874.85,1113.51,online_transfer,desktop,1,3,3,2026-01-01 07:58:59,0
28099,67,Kazakhstan,Russia,medium,1140,17268.09,1019.14,252.55,card_payment,desktop,1,3,44,2026-01-01 12:38:22,0
28100,52,Russia,Russia,low,791,41083.85,1360.54,1411.75,online_transfer,desktop,0,1,15,2026-01-01 01:08:53,0
28101,70,Russia,Germany,medium,880,11298.42,1429.69,976.65,cash_withdrawal,desktop,0,1,43,2026-01-01 10:58:28,0
28102,39,Russia,Russia,low,3560,38962.93,534.58,314.82,card_payment,mobile,0,0,10,2026-01-01 16:40:01,0
28103,68,Germany,Unknown,low,1804,88015.37,1527.61,1412.68,card_payment,desktop,0,3,38,2026-01-01 11:19:27,0
28104,67,Russia,Unknown,high,2881,14415.25,720.41,1028.98,card_payment,mobile,0,2,11,2026-01-01 03:32:44,0
28105,34,China,Russia,medium,458,6842.53,201.28,38.02,card_payment,mobile,0,3,57,2026-01-01 17:36:35,0
28106,59,Turkey,China,high,2290,15385.37,3059.45,2501.1,cash_withdrawal,atm,0,2,20,2026-01-01 06:07:17,0
28107,23,Kazakhstan,Russia,medium,2718,22832.22,1436.38,669.32,card_payment,desktop,0,1,44,2026-01-01 09:05:16,0
28108,34,Kazakhstan,UAE,low,797,18685.09,466.58,243.78,card_payment,mobile,0,2,28,2026-01-01 03:00:42,0
28109,25,Kazakhstan,Russia,low,1870,19743.69,1859.34,2173.43,card_payment,atm,0,2,44,2026-01-01 17:13:01,0
28110,53,Russia,Germany,low,222,35543.85,2631.58,2379.29,card_payment,mobile,0,1,17,2026-01-01 15:35:54,0
28111,70,Germany,Unknown,medium,1422,13044.87,1309.72,2527.58,cash_withdrawal,desktop,0,3,55,2026-01-01 17:49:43,0
28112,37,Germany,Turkey,low,1226,9313.85,1856.62,10938.4,online_transfer,mobile,2,4,41,2026-01-01 20:24:07,0
28113,47,Russia,Russia,low,191,35180.33,1633.84,2237.1,online_transfer,desktop,0,4,5,2026-01-01 13:56:32,0
28114,33,Russia,Russia,low,1485,33441.34,544.51,13386.64,online_transfer,mobile,0,4,39,2026-01-01 00:00:10,0
28115,40,Russia,Kazakhstan,low,2500,21731.08,861.69,968.8,cash_withdrawal,desktop,0,1,57,2026-01-01 02:25:50,0
28116,68,Kazakhstan,Russia,low,1672,45831.5,733.82,160.64,online_transfer,pos_terminal,0,1,54,2026-01-01 18:21:58,0
28117,51,Russia,Kazakhstan,high,2008,28398.28,934.06,1183.7,bill_payment,atm,0,4,18,2026-01-01 22:09:18,0
28118,69,Russia,Russia,low,2507,35110.03,360.9,343.37,card_payment,atm,1,0,8,2026-01-01 16:53:08,0
28119,46,Turkey,UAE,low,475,19401.77,745.49,258.72,bill_payment,atm,0,5,39,2026-01-01 15:19:38,0
28120,50,Russia,Germany,low,1751,8383.81,534.28,409.33,online_transfer,pos_terminal,1,3,42,2026-01-01 20:29:49,0
28121,19,Russia,Russia,low,380,23682.51,10395.09,6737.72,cash_withdrawal,mobile,0,3,48,2026-01-01 05:18:33,0
28122,35,Russia,China,low,1871,34846.74,2627.4,6798.42,cash_withdrawal,desktop,0,4,47,2026-01-01 20:35:10,0
28123,28,China,Russia,medium,1242,41528.89,1268.71,949.32,card_payment,pos_terminal,0,3,28,2026-01-01 06:23:14,0
28124,72,Germany,Russia,low,1089,10053.16,381.56,359.66,cash_withdrawal,atm,1,1,11,2026-01-01 20:39:09,0
28125,68,Kazakhstan,Germany,medium,2499,21973.53,1266.57,712.84,card_payment,mobile,0,5,5,2026-01-01 07:01:09,0
28126,31,Russia,Russia,medium,1328,19696.06,2905.5,5323.42,card_payment,mobile,0,4,15,2026-01-01 13:27:07,0
28127,48,China,Unknown,low,1431,11228.09,2620.63,10789.48,card_payment,mobile,0,3,46,2026-01-01 08:29:35,0
28128,27,Kazakhstan,Unknown,high,108,8270.78,1836.94,1696.96,cash_withdrawal,pos_terminal,0,3,56,2026-01-01 14:24:54,1
28129,68,UAE,Kazakhstan,low,2099,24369.98,2165.91,3027.82,online_transfer,desktop,0,1,37,2026-01-01 16:54:05,0
28130,22,Russia,China,low,1020,18972.65,1330.4,1635.27,bill_payment,atm,0,2,11,2026-01-01 00:16:39,0
28131,44,Kazakhstan,Russia,low,3026,50896.82,1755.68,1220.54,card_payment,desktop,0,3,28,2026-01-01 00:49:56,0
28132,49,Germany,Russia,low,2114,125636.0,796.53,246.62,online_transfer,mobile,0,4,16,2026-01-01 00:28:24,0
28133,25,Russia,Russia,low,2231,50854.76,1749.26,2803.98,card_payment,pos_terminal,0,3,5,2026-01-01 20:02:42,0
28134,22,UAE,Russia,medium,2996,20600.88,2839.93,1638.34,cash_withdrawal,atm,0,2,40,2026-01-01 06:44:53,0
28135,66,Russia,UAE,low,1720,57447.34,1662.05,2400.5,online_transfer,atm,0,3,53,2026-01-01 09:29:27,0
28136,37,China,Russia,low,859,68346.44,2686.64,6911.97,online_transfer,pos_terminal,0,2,54,2026-01-01 14:17:07,0
28137,18,Russia,Unknown,low,1365,36568.0,1400.46,4157.97,bill_payment,mobile,0,1,47,2026-01-01 02:26:29,0
28138,24,Russia,Turkey,high,2653,25714.17,1897.8,26109.72,card_payment,pos_terminal,0,6,1,2026-01-01 09:18:52,1
28139,62,Russia,Russia,medium,1157,94640.86,708.15,1644.28,online_transfer,atm,0,4,51,2026-01-01 17:15:41,0
28140,40,Russia,Turkey,low,1566,15905.13,1255.92,369.13,online_transfer,mobile,0,2,24,2026-01-01 00:09:33,0
28141,25,Kazakhstan,Russia,high,824,27869.75,1340.14,13935.75,card_payment,mobile,0,2,6,2026-01-01 23:52:31,1
28142,26,Russia,Turkey,medium,1112,21632.54,1420.64,1510.48,online_transfer,pos_terminal,1,2,40,2026-01-01 10:03:05,0
28143,35,China,Kazakhstan,low,2026,23669.07,862.36,949.06,card_payment,mobile,0,3,4,2026-01-01 06:14:21,0
28144,73,Russia,China,low,833,41735.68,3548.73,31504.69,online_transfer,mobile,2,2,15,2026-01-01 07:17:45,0
28145,32,Russia,Russia,low,3247,12670.25,3414.07,2059.1,online_transfer,pos_terminal,0,2,59,2026-01-01 21:26:37,0
28146,30,Turkey,Russia,medium,463,14156.9,854.11,369.49,cash_withdrawal,atm,0,2,26,2026-01-01 05:27:47,0
28147,46,UAE,Kazakhstan,low,2800,20010.8,527.05,836.65,card_payment,desktop,0,3,1,2026-01-01 16:19:16,0
28148,24,Russia,Russia,medium,1434,13191.09,888.86,2960.58,card_payment,desktop,0,3,54,2026-01-01 08:31:01,0
28149,36,Russia,China,low,3196,7377.74,1783.52,6343.11,card_payment,pos_terminal,0,4,49,2026-01-01 19:15:10,0
28150,33,China,Turkey,medium,465,103469.42,567.75,399.08,online_transfer,mobile,0,4,13,2026-01-01 09:52:24,0
28151,26,Russia,Russia,low,1016,25665.86,1233.53,12257.25,card_payment,mobile,0,2,4,2026-01-01 17:17:38,0
28152,20,UAE,Russia,high,966,27492.48,265.12,222.11,online_transfer,mobile,1,1,38,2026-01-01 23:31:11,0
28153,66,Russia,China,low,1720,57447.34,1662.05,787.14,card_payment,mobile,0,2,11,2026-01-01 23:43:44,0
28154,62,China,Turkey,low,1122,8724.06,2526.48,4728.33,online_transfer,mobile,1,2,43,2026-01-01 18:31:35,0
28155,27,Russia,Turkey,low,3047,12564.83,1978.31,2117.42,card_payment,atm,0,8,29,2026-01-01 23:43:20,1
28156,68,Russia,Turkey,low,2589,8593.75,8663.15,13521.11,online_transfer,mobile,0,2,53,2026-01-01 13:28:11,0
28157,49,Germany,Russia,low,3146,89244.18,1766.51,1547.54,bill_payment,mobile,0,5,56,2026-01-01 11:04:57,0
28158,50,UAE,Kazakhstan,medium,1743,23829.09,3022.39,3564.8,cash_withdrawal,desktop,0,1,56,2026-01-01 04:03:20,0
28159,30,Turkey,Turkey,medium,463,14156.9,854.11,5194.43,online_transfer,pos_terminal,0,1,29,2026-01-01 21:28:57,0
28160,51,Russia,Russia,low,3026,35024.64,1629.51,4106.58,online_transfer,mobile,0,4,27,2026-01-01 16:43:44,0
28161,35,Russia,Russia,low,3170,37655.11,1085.09,666.65,bill_payment,desktop,0,5,20,2026-01-01 21:46:48,0
28162,33,Russia,UAE,low,893,24485.61,2871.75,10236.37,online_transfer,atm,1,4,19,2026-01-01 06:39:31,1
28163,56,Turkey,Russia,low,944,55586.96,715.69,1552.89,online_transfer,pos_terminal,1,3,20,2026-01-01 17:55:46,1
28164,63,Kazakhstan,Germany,medium,1630,15523.0,408.92,215.84,bill_payment,pos_terminal,0,2,10,2026-01-01 23:29:25,0
28165,25,China,Russia,low,642,39701.09,1563.07,1787.5,cash_withdrawal,mobile,0,3,30,2026-01-01 13:04:51,0
28166,30,Russia,UAE,low,1392,88484.54,2445.8,618.83,card_payment,mobile,0,3,9,2026-01-01 15:38:42,0
28167,46,Russia,Germany,low,3252,45187.63,848.3,1746.45,card_payment,mobile,1,6,55,2026-01-01 07:08:39,0
28168,52,Kazakhstan,Unknown,low,2104,25763.79,1875.09,2817.47,online_transfer,mobile,0,4,2,2026-01-01 15:21:00,0
28169,68,Turkey,Turkey,low,1803,149077.28,1942.01,2052.07,card_payment,atm,0,2,28,2026-01-01 06:50:17,0
28170,68,Russia,Russia,low,221,20811.17,1496.87,942.32,online_transfer,atm,0,6,14,2026-01-01 14:19:10,0
28171,36,Russia,UAE,low,3196,7377.74,1783.52,10604.12,online_transfer,mobile,0,5,20,2026-01-01 12:25:26,0
28172,69,Turkey,UAE,low,2695,22236.86,874.85,2952.2,online_transfer,pos_terminal,0,3,13,2026-01-01 14:01:20,0
28173,50,Russia,Russia,low,214,65937.67,3101.09,4609.27,cash_withdrawal,mobile,0,2,35,2026-01-01 15:14:32,0
28174,29,Russia,Russia,low,2275,33506.37,2224.34,3437.66,card_payment,mobile,0,3,9,2026-01-01 18:58:47,0
28175,22,UAE,UAE,low,1685,21059.34,1604.1,5651.44,online_transfer,desktop,0,5,21,2026-01-01 14:19:20,0
28176,22,UAE,Germany,medium,1519,33138.49,1094.83,1980.56,online_transfer,mobile,1,0,57,2026-01-01 13:54:32,0
28177,18,Russia,Unknown,low,2917,69278.83,2618.29,1634.49,card_payment,atm,0,6,21,2026-01-01 03:35:26,0
28178,40,Kazakhstan,Kazakhstan,high,2160,14497.56,1392.2,672.41,card_payment,mobile,0,1,23,2026-01-01 11:53:14,0
28179,64,UAE,Russia,low,521,59670.76,1659.54,720.27,online_transfer,desktop,0,2,2,2026-01-01 10:52:18,0
28180,66,China,Russia,low,1214,25943.89,2336.59,12883.13,card_payment,mobile,0,2,58,2026-01-01 00:03:45,0
28181,27,Germany,Unknown,low,1081,8019.06,1260.22,691.08,bill_payment,mobile,0,5,45,2026-01-01 23:39:01,0
28182,48,Russia,Unknown,low,3174,11034.23,718.0,441.38,crypto_transfer,pos_terminal,0,3,25,2026-01-01 07:16:42,0
28183,69,Russia,China,low,2507,35110.03,360.9,701.28,card_payment,mobile,1,1,39,2026-01-01 18:48:30,0
28184,27,Russia,Russia,low,35,39537.4,3427.29,1310.17,online_transfer,desktop,0,3,34,2026-01-01 14:41:33,0
28185,69,China,Turkey,medium,3464,88494.99,857.08,1175.86,card_payment,mobile,0,3,4,2026-01-01 13:44:52,1
28186,39,China,Russia,low,834,6121.79,2619.13,11367.92,card_payment,desktop,0,1,20,2026-01-01 02:16:16,0
28187,29,Russia,Germany,low,374,69969.67,1764.66,496.51,cash_withdrawal,pos_terminal,0,2,13,2026-01-01 08:42:25,0
28188,57,Russia,Russia,medium,223,61109.74,1327.95,9832.52,card_payment,atm,0,5,30,2026-01-01 12:16:01,0
28189,72,Russia,Kazakhstan,high,1432,16818.31,1062.09,97.84,cash_withdrawal,desktop,0,5,12,2026-01-01 11:39:43,0
28190,29,Russia,Kazakhstan,low,362,37694.2,838.89,1821.99,card_payment,mobile,0,2,2,2026-01-01 21:54:19,0
28191,29,Russia,UAE,low,765,18975.99,1015.67,256.55,online_transfer,desktop,1,4,38,2026-01-01 16:48:42,0
28192,71,Russia,Russia,medium,684,27902.99,1480.44,2849.76,card_payment,mobile,1,7,12,2026-01-01 18:56:24,0
28193,72,Russia,Turkey,low,1289,42438.83,779.68,2310.25,online_transfer,atm,0,2,23,2026-01-01 03:32:56,0
28194,32,Russia,Russia,low,807,17572.7,638.14,1772.99,card_payment,mobile,0,1,42,2026-01-01 05:34:36,0
28195,65,Russia,Russia,medium,493,134908.57,550.8,1797.57,card_payment,mobile,0,5,14,2026-01-01 03:09:44,0
28196,51,Turkey,Turkey,low,1077,45030.57,2168.4,2480.18,card_payment,mobile,0,1,7,2026-01-01 14:34:03,0
28197,66,UAE,Unknown,low,1021,33741.08,402.94,204.43,crypto_transfer,mobile,0,3,16,2026-01-01 18:39:17,0
28198,49,Russia,Unknown,low,885,6222.71,2518.93,2788.86,card_payment,desktop,0,4,32,2026-01-01 17:28:18,0
28199,29,Turkey,Russia,medium,919,43357.45,1421.07,2434.27,cash_withdrawal,mobile,0,2,56,2026-01-01 10:07:07,0
28200,29,Kazakhstan,Russia,medium,2944,16828.52,1681.31,1400.81,card_payment,pos_terminal,1,2,27,2026-01-01 04:50:51,0
28201,59,Russia,China,medium,3111,45320.66,2680.7,1769.82,online_transfer,mobile,0,3,20,2026-01-01 01:07:52,0
28202,18,Russia,UAE,high,968,46901.66,229.16,293.81,cash_withdrawal,mobile,0,4,14,2026-01-01 04:36:37,0
28203,40,Turkey,Russia,low,2867,17165.0,303.67,60.98,online_transfer,mobile,0,6,42,2026-01-01 17:12:35,0
28204,51,Russia,Russia,low,2765,23011.79,3063.53,2596.21,card_payment,pos_terminal,1,3,54,2026-01-01 00:51:37,0
28205,60,Russia,Russia,low,1958,26199.01,424.55,956.34,card_payment,mobile,1,3,32,2026-01-01 07:41:31,0
28206,59,Kazakhstan,Turkey,low,315,12470.22,1353.6,3960.97,bill_payment,atm,0,5,22,2026-01-01 02:05:18,0
28207,24,Germany,Kazakhstan,low,3444,5880.24,1380.4,517.98,online_transfer,mobile,0,3,11,2026-01-01 18:40:47,0
28208,26,Russia,Russia,high,3486,28569.53,4364.61,9917.33,online_transfer,pos_terminal,1,4,36,2026-01-01 23:10:54,0
28209,40,Russia,Russia,low,3021,53011.36,613.9,2337.32,card_payment,mobile,0,1,40,2026-01-01 15:50:02,0
28210,61,Russia,Russia,medium,2634,25165.4,875.61,80950.61,online_transfer,mobile,0,2,7,2026-01-01 20:14:37,0
28211,67,Russia,Russia,medium,3624,62689.42,1419.0,4102.27,card_payment,mobile,1,3,51,2026-01-01 07:34:08,0
28212,35,Russia,Russia,medium,3478,36109.3,2191.19,3425.51,online_transfer,mobile,1,5,31,2026-01-01 12:18:24,0
